"","study_ID","author","publication_year","journal","DOI","language","coder_initials","exclude","Exclusion_rationale","country","locality","Site_period","coordinates_lat","coordinates_lon","coordinate_source","year_start","year_end","month_start","month_end","day_period_reported","day_period_start","day_period_end","night_period_reported","night_period_start","night_period_end","day_pollination_hrs","night_pollination_hrs","study_design_comments","plant_species","plant_cultivar","plant_native_status","plant_crop","Pollinator_observations_included","treatment_condition","treatment_comments","additional_treatment","treatment_effectiveness_metric","treatmenteffectiveness_metric_comments","extraction_type","sample_size","effectiveness_value","effectiveness_units","effect_error","effect_error_L","effect_error_U","effect_error_units","statistical_test","mechanism_proposed","mechanism_comments","Study_comments"
"42","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2013",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","complete exclusion",NA,NA,"fruit set",NA,"Table 3",12,0,"proportion converted (orig: percent)",0,"0",NA,"SE",NA,"n",NA,NA
"43","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2013",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","night pollination",NA,NA,"fruit set",NA,"Table 3",12,0.089,"proportion converted (orig: percent)",0.027,"2.7",NA,"SE",NA,"n",NA,NA
"44","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2013",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","day pollination",NA,NA,"fruit set",NA,"Table 3",12,0.233,"proportion converted (orig: percent)",0.049,"4.9000000000000004",NA,"SE",NA,"n",NA,NA
"45","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2013",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","open pollination",NA,NA,"fruit set",NA,"Table 3",12,0.199,"proportion converted (orig: percent)",0.041,"4.0999999999999996",NA,"SE",NA,"n",NA,NA
"46","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2013",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","complete exclusion",NA,NA,"seed set","using the authors Average seed plant–1, bc matches N and other measures are derived by multiplying seeds/flower by tother measures (e.g. number of flower)","Table 3",12,0,"seeds/plant",0,"0",NA,"SE",NA,"n",NA,NA
"47","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2013",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","night pollination",NA,NA,"seed set","using the authors Average seed plant–1, bc matches N and other measures are derived by multiplying seeds/flower by tother measures (e.g. number of flower)","Table 3",12,861,"seeds/plant",321,"321",NA,"SE",NA,"n",NA,NA
"48","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2013",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","day pollination",NA,NA,"seed set","using the authors Average seed plant–1, bc matches N and other measures are derived by multiplying seeds/flower by tother measures (e.g. number of flower)","Table 3",12,2433,"seeds/plant",457,"457",NA,"SE",NA,"n",NA,NA
"49","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2013",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","open pollination",NA,NA,"seed set","using the authors Average seed plant–1, bc matches N and other measures are derived by multiplying seeds/flower by tother measures (e.g. number of flower)","Table 3",12,2129,"seeds/plant",424,"424",NA,"SE",NA,"n",NA,NA
"50","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2014",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","complete exclusion",NA,NA,"fruit set","using the authors Average seed plant–1, bc matches N and other measures are derived by multiplying seeds/flower by tother measures (e.g. number of flower)","Table 3",7,0,"proportion converted (orig: percent)",0,"0",NA,"SE",NA,"n",NA,NA
"51","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2014",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","night pollination",NA,NA,"fruit set",NA,"Table 3",6,0.049,"proportion converted (orig: percent)",0.04,"4",NA,"SE",NA,"n",NA,NA
"52","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2014",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","day pollination",NA,NA,"fruit set","day pollination plants failed, see notes","Table 3",5,0,"proportion converted (orig: percent)",0,"0",NA,"SE",NA,"n",NA,NA
"53","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2014",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","open pollination",NA,NA,"fruit set",NA,"Table 3",7,0.181,"proportion converted (orig: percent)",0.096,"9.6",NA,"SE",NA,"n",NA,NA
"54","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2014",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","complete exclusion",NA,NA,"seed set",NA,"Table 3",7,0,"seeds/plant",0,"0",NA,"SE",NA,"n",NA,NA
"55","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2014",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","night pollination",NA,NA,"seed set",NA,"Table 3",6,242,"seeds/plant",242,"242",NA,"SE",NA,"n",NA,NA
"56","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2014",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","day pollination",NA,NA,"seed set","day pollination plants failed, see notes","Table 3",5,0,"seeds/plant",0,"0",NA,"SE",NA,"n",NA,NA
"57","Payne_2019","Payne",2019,"Australian Journal of Botany","https://doi.org/10.1071/BT18163","E","CCN","n",NA,"South Africa","Pretoria",NA,-25.763455,"27.217038","based on place name","2014",NA,"July","July","y","0700","1800","y","1800","0700",1100,1100,"""14 and seven A. peglerae plants in 2013 and 2014, respectively, were assigned to each of the following selective exclusions: (i) no visitors treatment (NOVISTRT) – plants covered with mesh cages (that exclude visitors of all types, including insects) for the entire duration of the flowering season, excluding all visitors (diurnal and/or nocturnal) from visiting flowers; (ii) nocturnal visitors treatment (NOCTTRT) – plants covered with mesh cages during the day and uncovered at night to allow visitation by nocturnal visitors; (iii) diurnal visitors treatment (DIURTRT) – plants covered with mesh cages at night, and uncovered during the day to allow for visitation by diurnal visitors; and (iv) all visitors (control) treatment (ALLTRT) – plants uncovered for the entire flowering season, allowing diurnal and nocturnal visitor access to flowers.""","Aloe peglerae",NA,"native","n","y","open pollination",NA,NA,"seed set",NA,"Table 3",7,1270,"seeds/plant",828,"828",NA,"SE",NA,"n",NA,NA
"58","Hattori_2020","Hattori",2020,"Journal of Plant interactions","10.1080/17429145.2020.1754476","E","CCN","n",NA,"Japan","Kaida",NA,35.94736111,"137.63927778","provided in text","2016",NA,"June","August","y","0600","1700","y","1800","0500",1100,1300,NA,"Platanthera hologlottis",NA,"native","n","n","open pollination",NA,NA,"fruit set",NA,"WPD Fig. 2",10,0.551836734693877,"proportion of flowers that set fruit",0.0963265306122451,"9.6326530612245054E-2",NA,"SE",NA,"n",NA,"Study also includes measures of 'male fitness' (pollinia removal) but these were not included"
"59","Hattori_2020","Hattori",2020,"Journal of Plant interactions","10.1080/17429145.2020.1754476","E","CCN","n",NA,"Japan","Kaida",NA,35.94736111,"137.63927778","provided in text","2016",NA,"June","August","y","0600","1700","y","1800","0500",1100,1300,NA,"Platanthera hologlottis",NA,"native","n","n","day pollination",NA,NA,"fruit set",NA,"WPD Fig. 2",10,0.0261224489795919,"proportion of flowers that set fruit",0.0146938775510203,"1.46938775510203E-2",NA,"SE",NA,"n",NA,"Study also includes measures of 'male fitness' (pollinia removal) but these were not included"
"60","Hattori_2020","Hattori",2020,"Journal of Plant interactions","10.1080/17429145.2020.1754476","E","CCN","n",NA,"Japan","Kaida",NA,35.94736111,"137.63927778","provided in text","2016",NA,"June","August","y","0600","1700","y","1800","0500",1100,1300,NA,"Platanthera hologlottis",NA,"native","n","n","night pollination",NA,NA,"fruit set",NA,"WPD Fig. 2",11,0.393469387755102,"proportion of flowers that set fruit",0.053877551020408,"5.3877551020408032E-2",NA,"SE",NA,"n",NA,"Study also includes measures of 'male fitness' (pollinia removal) but these were not included"
"61","Hattori_2020","Hattori",2020,"Journal of Plant interactions","10.1080/17429145.2020.1754476","E","CCN","n",NA,"Japan","Kaida",NA,35.94736111,"137.63927778","provided in text","2016",NA,"June","August","y","0600","1700","y","1800","0500",1100,1300,NA,"Platanthera hologlottis",NA,"native","n","n","complete exclusion",NA,NA,"fruit set",NA,"WPD Fig. 2",9,0,"proportion of flowers that set fruit",0,"0",NA,"SE",NA,"n",NA,"Study also includes measures of 'male fitness' (pollinia removal) but these were not included"
"62","Ortega-Baes_2013","Ortega-Baes",2013,"Plant Systematics & Evolution","10.1007/s00606-013-0761-6","E","CCN","n",NA,"Argentina","Salta",NA,-25.29214444,"-65.27364722","provided in text","2009",NA,"November","January","y","0700","2000","y","2000","0500",1300,1500,"""The treatments were as follows: (1) natural pollination, in which the emasculated flowers were not manipulated; (2) nocturnal natural pollination, in which the emasculated flowers were available only to nocturnal pollinators from 2000 to 0500 hours and excluded from diurnal pollinators using voile bags; and (3) diurnal natural pollination, in which the emasculated flowers were available only to diurnal pollinators from 0700 hours until flower closing and excluded from nocturnal pollinators using voile bags","Echinopsis thelegona",NA,"native","n","y","complete exclusion","NB: nothing happned, see note",NA,"fruit set",NA,"in text",15,0,"proportion converted (orig: percent)",NA,NA,NA,NA,NA,NA,NA,"""We did not register fruits in any treatments of the experiment on the effectiveness of nocturnal and diurnal visitors."""
"63","Ortega-Baes_2013","Ortega-Baes",2013,"Plant Systematics & Evolution","10.1007/s00606-013-0761-6","E","CCN","n",NA,"Argentina","Salta",NA,-25.29214444,"-65.27364722","provided in text","2009",NA,"November","January","y","0700","2000","y","2000","0500",1300,1500,"""The treatments were as follows: (1) natural pollination, in which the emasculated flowers were not manipulated; (2) nocturnal natural pollination, in which the emasculated flowers were available only to nocturnal pollinators from 2000 to 0500 hours and excluded from diurnal pollinators using voile bags; and (3) diurnal natural pollination, in which the emasculated flowers were available only to diurnal pollinators from 0700 hours until flower closing and excluded from nocturnal pollinators using voile bags","Echinopsis thelegona",NA,"native","n","y","open pollination","NB: nothing happned, see note",NA,"fruit set",NA,"in text",10,0,"proportion converted (orig: percent)",NA,NA,NA,NA,NA,NA,NA,"""We did not register fruits in any treatments of the experiment on the effectiveness of nocturnal and diurnal visitors."""
"64","Ortega-Baes_2013","Ortega-Baes",2013,"Plant Systematics & Evolution","10.1007/s00606-013-0761-6","E","CCN","n",NA,"Argentina","Salta",NA,-25.29214444,"-65.27364722","provided in text","2009",NA,"November","January","y","0700","2000","y","2000","0500",1300,1500,"""The treatments were as follows: (1) natural pollination, in which the emasculated flowers were not manipulated; (2) nocturnal natural pollination, in which the emasculated flowers were available only to nocturnal pollinators from 2000 to 0500 hours and excluded from diurnal pollinators using voile bags; and (3) diurnal natural pollination, in which the emasculated flowers were available only to diurnal pollinators from 0700 hours until flower closing and excluded from nocturnal pollinators using voile bags","Echinopsis thelegona",NA,"native","n","y","day pollination","NB: nothing happned, see note",NA,"fruit set",NA,"in text",10,0,"proportion converted (orig: percent)",NA,NA,NA,NA,NA,NA,NA,"""We did not register fruits in any treatments of the experiment on the effectiveness of nocturnal and diurnal visitors."""
"65","Ortega-Baes_2013","Ortega-Baes",2013,"Plant Systematics & Evolution","10.1007/s00606-013-0761-6","E","CCN","n",NA,"Argentina","Salta",NA,-25.29214444,"-65.27364722","provided in text","2009",NA,"November","January","y","0700","2000","y","2000","0500",1300,1500,"""The treatments were as follows: (1) natural pollination, in which the emasculated flowers were not manipulated; (2) nocturnal natural pollination, in which the emasculated flowers were available only to nocturnal pollinators from 2000 to 0500 hours and excluded from diurnal pollinators using voile bags; and (3) diurnal natural pollination, in which the emasculated flowers were available only to diurnal pollinators from 0700 hours until flower closing and excluded from nocturnal pollinators using voile bags","Echinopsis thelegona",NA,"native","n","y","night pollination","NB: nothing happned, see note",NA,"fruit set",NA,"in text",10,0,"proportion converted (orig: percent)",NA,NA,NA,NA,NA,NA,NA,"""We did not register fruits in any treatments of the experiment on the effectiveness of nocturnal and diurnal visitors."""
"66","Ortega-Baes_2013","Ortega-Baes",2013,"Plant Systematics & Evolution","10.1007/s00606-013-0761-6","E","CCN","n",NA,"Argentina","Salta",NA,-25.29214444,"-65.27364722","provided in text","2009",NA,"November","January","y","0700","2000","y","2000","0500",1300,1500,"""The treatments were as follows: (1) natural pollination, in which the emasculated flowers were not manipulated; (2) nocturnal natural pollination, in which the emasculated flowers were available only to nocturnal pollinators from 2000 to 0500 hours and excluded from diurnal pollinators using voile bags; and (3) diurnal natural pollination, in which the emasculated flowers were available only to diurnal pollinators from 0700 hours until flower closing and excluded from nocturnal pollinators using voile bags","Echinopsis thelegona",NA,"native","n","y","open pollination","NB: nothing happned, see note",NA,"seed set",NA,"in text",10,NA,"seeds/flower",NA,NA,NA,NA,NA,NA,NA,"""We did not register fruits in any treatments of the experiment on the effectiveness of nocturnal and diurnal visitors."""
"67","Ortega-Baes_2013","Ortega-Baes",2013,"Plant Systematics & Evolution","10.1007/s00606-013-0761-6","E","CCN","n",NA,"Argentina","Salta",NA,-25.29214444,"-65.27364722","provided in text","2009",NA,"November","January","y","0700","2000","y","2000","0500",1300,1500,"""The treatments were as follows: (1) natural pollination, in which the emasculated flowers were not manipulated; (2) nocturnal natural pollination, in which the emasculated flowers were available only to nocturnal pollinators from 2000 to 0500 hours and excluded from diurnal pollinators using voile bags; and (3) diurnal natural pollination, in which the emasculated flowers were available only to diurnal pollinators from 0700 hours until flower closing and excluded from nocturnal pollinators using voile bags","Echinopsis thelegona",NA,"native","n","y","day pollination","NB: nothing happned, see note",NA,"seed set",NA,"in text",10,NA,"seeds/flower",NA,NA,NA,NA,NA,NA,NA,"""We did not register fruits in any treatments of the experiment on the effectiveness of nocturnal and diurnal visitors."""
"68","Ortega-Baes_2013","Ortega-Baes",2013,"Plant Systematics & Evolution","10.1007/s00606-013-0761-6","E","CCN","n",NA,"Argentina","Salta",NA,-25.29214444,"-65.27364722","provided in text","2009",NA,"November","January","y","0700","2000","y","2000","0500",1300,1500,"""The treatments were as follows: (1) natural pollination, in which the emasculated flowers were not manipulated; (2) nocturnal natural pollination, in which the emasculated flowers were available only to nocturnal pollinators from 2000 to 0500 hours and excluded from diurnal pollinators using voile bags; and (3) diurnal natural pollination, in which the emasculated flowers were available only to diurnal pollinators from 0700 hours until flower closing and excluded from nocturnal pollinators using voile bags","Echinopsis thelegona",NA,"native","n","y","night pollination","NB: nothing happned, see note",NA,"seed set",NA,"in text",10,NA,"seeds/flower",NA,NA,NA,NA,NA,NA,NA,"""We did not register fruits in any treatments of the experiment on the effectiveness of nocturnal and diurnal visitors."""
"69","Grant_2021","Grant",2021,"Ecology & Evolution","10.1002/ece3.7850","E","CCN","n",NA,"Australia","Queensland",NA,-17.463649,"145.479676","based on place name","2013",NA,"September","November","y","0600","1800","y","1800","0600",1200,1200,"""There were three treatments: (a) control, where inflorescences were open to both diurnal and nocturnal flower visitors; (b) diurnal, where inflorescences were open to insect visitors during the day (0600–1800 hr); and (c) nocturnal, where inflorescences were open to insect visitors during the night (1800–0600 hr).""","Fontainea picrosperma",NA,"native","y","y","open pollination",NA,NA,"pollen deposition",NA,"WPD Fig. 2",28,4.67957746478873,"number of pollen grains",1.09859154929577,"1.0985915492957696",NA,"SE",NA,NA,NA,NA
"70","Grant_2021","Grant",2021,"Ecology & Evolution","10.1002/ece3.7850","E","CCN","n",NA,"Australia","Queensland",NA,-17.463649,"145.479676","based on place name","2013",NA,"September","November","y","0600","1800","y","1800","0600",1200,1200,"""There were three treatments: (a) control, where inflorescences were open to both diurnal and nocturnal flower visitors; (b) diurnal, where inflorescences were open to insect visitors during the day (0600–1800 hr); and (c) nocturnal, where inflorescences were open to insect visitors during the night (1800–0600 hr).""","Fontainea picrosperma",NA,"native","y","y","day pollination",NA,NA,"pollen deposition",NA,"WPD Fig. 2",23,2.5669014084507,"number of pollen grains",0.71830985915493,"0.71830985915492995",NA,"SE",NA,NA,NA,NA
